RUN_ID,MODEL_NAME,MODEL_VERSION,METRIC_NAME,METRIC_VALUE,K_VALUE,FEATURE_VERSION,SOURCE_VALIDATION_BATCH_ID,EVALUATION_DATE,CREATED_TS
b14f3158-eb22-44e4-9a60-4c6ec3e0c8ea,recomart_svd_recommender,v1,evaluated_users,384.0,10,v1,20260502031153,2026-05-02,2026-05-02 03:16:35.264
b14f3158-eb22-44e4-9a60-4c6ec3e0c8ea,recomart_svd_recommender,v1,hit_rate_at_k,0.08333333333333333,10,v1,20260502031153,2026-05-02,2026-05-02 03:16:35.264
b14f3158-eb22-44e4-9a60-4c6ec3e0c8ea,recomart_svd_recommender,v1,ndcg_at_k,0.048749011071743176,10,v1,20260502031153,2026-05-02,2026-05-02 03:16:35.264
b14f3158-eb22-44e4-9a60-4c6ec3e0c8ea,recomart_svd_recommender,v1,precision_at_k,0.008333333333333337,10,v1,20260502031153,2026-05-02,2026-05-02 03:16:35.264
b14f3158-eb22-44e4-9a60-4c6ec3e0c8ea,recomart_svd_recommender,v1,recall_at_k,0.08333333333333333,10,v1,20260502031153,2026-05-02,2026-05-02 03:16:35.264
bf8e9ced-46e7-4aa8-a376-95133dc88830,recomart_svd_recommender,v1,evaluated_users,385.0,10,v1,20260502024231,2026-05-02,2026-05-02 02:46:46.146
bf8e9ced-46e7-4aa8-a376-95133dc88830,recomart_svd_recommender,v1,hit_rate_at_k,0.10909090909090909,10,v1,20260502024231,2026-05-02,2026-05-02 02:46:46.146
bf8e9ced-46e7-4aa8-a376-95133dc88830,recomart_svd_recommender,v1,ndcg_at_k,0.059628248124353564,10,v1,20260502024231,2026-05-02,2026-05-02 02:46:46.146
bf8e9ced-46e7-4aa8-a376-95133dc88830,recomart_svd_recommender,v1,precision_at_k,0.010909090909090912,10,v1,20260502024231,2026-05-02,2026-05-02 02:46:46.146
bf8e9ced-46e7-4aa8-a376-95133dc88830,recomart_svd_recommender,v1,recall_at_k,0.10909090909090909,10,v1,20260502024231,2026-05-02,2026-05-02 02:46:46.146
8dab2e16-c85e-40da-a9b5-029bc9d33414,recomart_svd_recommender,v1,evaluated_users,385.0,10,v1,20260430081645,2026-04-30,2026-04-30 08:20:13.116
8dab2e16-c85e-40da-a9b5-029bc9d33414,recomart_svd_recommender,v1,hit_rate_at_k,0.07792207792207792,10,v1,20260430081645,2026-04-30,2026-04-30 08:20:13.116
8dab2e16-c85e-40da-a9b5-029bc9d33414,recomart_svd_recommender,v1,ndcg_at_k,0.04977292098949356,10,v1,20260430081645,2026-04-30,2026-04-30 08:20:13.116
8dab2e16-c85e-40da-a9b5-029bc9d33414,recomart_svd_recommender,v1,precision_at_k,0.007792207792207796,10,v1,20260430081645,2026-04-30,2026-04-30 08:20:13.116
8dab2e16-c85e-40da-a9b5-029bc9d33414,recomart_svd_recommender,v1,recall_at_k,0.07792207792207792,10,v1,20260430081645,2026-04-30,2026-04-30 08:20:13.116
b34eab25-6666-46fc-9022-db9515a8df24,recomart_svd_recommender,v1,evaluated_users,385.0,10,v1,20260430075931,2026-04-30,2026-04-30 08:03:49.313
b34eab25-6666-46fc-9022-db9515a8df24,recomart_svd_recommender,v1,hit_rate_at_k,0.07792207792207792,10,v1,20260430075931,2026-04-30,2026-04-30 08:03:49.313
b34eab25-6666-46fc-9022-db9515a8df24,recomart_svd_recommender,v1,ndcg_at_k,0.049459165353990704,10,v1,20260430075931,2026-04-30,2026-04-30 08:03:49.313
b34eab25-6666-46fc-9022-db9515a8df24,recomart_svd_recommender,v1,precision_at_k,0.007792207792207796,10,v1,20260430075931,2026-04-30,2026-04-30 08:03:49.313
b34eab25-6666-46fc-9022-db9515a8df24,recomart_svd_recommender,v1,recall_at_k,0.07792207792207792,10,v1,20260430075931,2026-04-30,2026-04-30 08:03:49.313
26046283-e600-4c8c-84a4-991880d319dd,recomart_svd_recommender,v1,evaluated_users,387.0,10,v1,20260430030321,2026-04-30,2026-04-30 07:40:39.828
26046283-e600-4c8c-84a4-991880d319dd,recomart_svd_recommender,v1,hit_rate_at_k,0.10594315245478036,10,v1,20260430030321,2026-04-30,2026-04-30 07:40:39.828
26046283-e600-4c8c-84a4-991880d319dd,recomart_svd_recommender,v1,ndcg_at_k,0.06589714858572993,10,v1,20260430030321,2026-04-30,2026-04-30 07:40:39.828
26046283-e600-4c8c-84a4-991880d319dd,recomart_svd_recommender,v1,precision_at_k,0.01059431524547804,10,v1,20260430030321,2026-04-30,2026-04-30 07:40:39.828
26046283-e600-4c8c-84a4-991880d319dd,recomart_svd_recommender,v1,recall_at_k,0.10594315245478036,10,v1,20260430030321,2026-04-30,2026-04-30 07:40:39.828
3571852c-5f20-4896-9202-1069a909c253,recomart_svd_recommender,v1,evaluated_users,384.0,10,v1,20260430030321,2026-04-30,2026-04-30 06:28:33.765
3571852c-5f20-4896-9202-1069a909c253,recomart_svd_recommender,v1,hit_rate_at_k,0.08854166666666667,10,v1,20260430030321,2026-04-30,2026-04-30 06:28:33.765
3571852c-5f20-4896-9202-1069a909c253,recomart_svd_recommender,v1,ndcg_at_k,0.05563388818864936,10,v1,20260430030321,2026-04-30,2026-04-30 06:28:33.765
3571852c-5f20-4896-9202-1069a909c253,recomart_svd_recommender,v1,precision_at_k,0.008854166666666672,10,v1,20260430030321,2026-04-30,2026-04-30 06:28:33.765
3571852c-5f20-4896-9202-1069a909c253,recomart_svd_recommender,v1,recall_at_k,0.08854166666666667,10,v1,20260430030321,2026-04-30,2026-04-30 06:28:33.765
c9ad0eb2-6594-45fa-b99a-54a485a014bc,recomart_svd_recommender,v1,evaluated_users,4344.0,10,v1,20260430030321,2026-04-30,2026-04-30 06:00:22.444
c9ad0eb2-6594-45fa-b99a-54a485a014bc,recomart_svd_recommender,v1,hit_rate_at_k,0.0393646408839779,10,v1,20260430030321,2026-04-30,2026-04-30 06:00:22.089
c9ad0eb2-6594-45fa-b99a-54a485a014bc,recomart_svd_recommender,v1,ndcg_at_k,0.02453372929899818,10,v1,20260430030321,2026-04-30,2026-04-30 06:00:21.410
c9ad0eb2-6594-45fa-b99a-54a485a014bc,recomart_svd_recommender,v1,recall_at_k,0.0393646408839779,10,v1,20260430030321,2026-04-30,2026-04-30 06:00:20.952
c9ad0eb2-6594-45fa-b99a-54a485a014bc,recomart_svd_recommender,v1,precision_at_k,0.003936464088397784,10,v1,20260430030321,2026-04-30,2026-04-30 06:00:20.635
